TransactionNo,Items,DateTime,Daypart,DayType,Season
3289,Coffee,2016-12-16 14:26:29,Afternoon,Weekday,Summer
3290,Bread,2016-12-16 14:41:28,Afternoon,Weekday,Summer
3291,Tea,2016-12-16 14:46:22,Afternoon,Weekday,Summer
3291,Brownie,2016-12-16 14:46:22,Afternoon,Weekday,Summer
3292,Jam,2016-12-16 14:47:14,Afternoon,Weekday,Summer
3293,Jam,2016-12-16 14:57:43,Afternoon,Weekday,Summer
3294,Cookies,2016-12-16 15:05:35,Afternoon,Weekday,Summer
3294,Sandwich,2016-12-16 15:05:35,Afternoon,Weekday,Summer
3294,Juice,2016-12-16 15:05:35,Afternoon,Weekday,Summer
3295,Tea,2016-12-16 15:22:52,Afternoon,Weekday,Summer
3295,Pastry,2016-12-16 15:22:52,Afternoon,Weekday,Summer
3296,Farm House,2016-12-16 15:31:46,Afternoon,Weekday,Summer
3297,Scone,2016-12-16 15:32:52,Afternoon,Weekday,Summer
3297,Coffee,2016-12-16 15:32:52,Afternoon,Weekday,Summer
3298,Coffee,2016-12-16 15:34:47,Afternoon,Weekday,Summer
3298,Coffee,2016-12-16 15:34:47,Afternoon,Weekday,Summer
3299,Coffee,2016-12-16 15:38:54,Afternoon,Weekday,Summer
3299,Coffee,2016-12-16 15:38:54,Afternoon,Weekday,Summer
3299,Vegan mincepie,2016-12-16 15:38:54,Afternoon,Weekday,Summer
3300,Bread,2016-12-16 15:41:53,Afternoon,Weekday,Summer
3300,Scone,2016-12-16 15:41:53,Afternoon,Weekday,Summer
3301,Farm House,2016-12-16 16:05:35,Afternoon,Weekday,Summer
3301,Scone,2016-12-16 16:05:35,Afternoon,Weekday,Summer
3303,Coffee,2016-12-16 16:09:58,Afternoon,Weekday,Summer
3303,Brownie,2016-12-16 16:09:58,Afternoon,Weekday,Summer
3304,Coffee,2016-12-16 16:26:00,Afternoon,Weekday,Summer
3304,Tea,2016-12-16 16:26:00,Afternoon,Weekday,Summer
3305,Coffee,2016-12-16 16:31:47,Afternoon,Weekday,Summer
3306,Tea,2016-12-16 16:51:43,Afternoon,Weekday,Summer
3306,Coffee,2016-12-16 16:51:43,Afternoon,Weekday,Summer
3307,Bread,2016-12-16 16:52:27,Afternoon,Weekday,Summer
3309,Coffee,2016-12-16 17:06:38,Evening,Weekday,Summer
3309,Coffee,2016-12-16 17:06:38,Evening,Weekday,Summer
3309,Coffee,2016-12-16 17:06:38,Evening,Weekday,Summer
3309,Alfajores,2016-12-16 17:06:38,Evening,Weekday,Summer
3310,Farm House,2016-12-17 08:43:37,Morning,Weekend,Summer
3310,Medialuna,2016-12-17 08:43:37,Morning,Weekend,Summer
3310,Pastry,2016-12-17 08:43:37,Morning,Weekend,Summer
3311,Bread,2016-12-17 08:52:45,Morning,Weekend,Summer
3312,Bread,2016-12-17 08:55:21,Morning,Weekend,Summer
3313,Coffee,2016-12-17 08:57:55,Morning,Weekend,Summer
3313,Pastry,2016-12-17 08:57:55,Morning,Weekend,Summer
3314,Bread,2016-12-17 09:11:32,Morning,Weekend,Summer
3315,Bread,2016-12-17 09:13:37,Morning,Weekend,Summer
3315,Bread,2016-12-17 09:13:37,Morning,Weekend,Summer
3315,Pastry,2016-12-17 09:13:37,Morning,Weekend,Summer
3316,Medialuna,2016-12-17 09:15:16,Morning,Weekend,Summer
3316,Fudge,2016-12-17 09:15:16,Morning,Weekend,Summer
3317,Bread,2016-12-17 09:25:27,Morning,Weekend,Summer
3318,Coffee,2016-12-17 09:32:14,Morning,Weekend,Summer
3318,Scone,2016-12-17 09:32:14,Morning,Weekend,Summer
3318,Juice,2016-12-17 09:32:14,Morning,Weekend,Summer
3319,Coffee,2016-12-17 09:39:28,Morning,Weekend,Summer
3320,Tea,2016-12-17 10:02:54,Morning,Weekend,Summer
3320,Scone,2016-12-17 10:02:54,Morning,Weekend,Summer
3320,Lemon and coconut,2016-12-17 10:02:54,Morning,Weekend,Summer
3321,Jam,2016-12-17 10:16:42,Morning,Weekend,Summer
3321,Cookies,2016-12-17 10:16:42,Morning,Weekend,Summer
3321,Fudge,2016-12-17 10:16:42,Morning,Weekend,Summer
3322,Bread,2016-12-17 10:21:23,Morning,Weekend,Summer
3323,Scandinavian,2016-12-17 10:22:35,Morning,Weekend,Summer
3324,Coffee,2016-12-17 10:26:07,Morning,Weekend,Summer
3324,Cookies,2016-12-17 10:26:07,Morning,Weekend,Summer
3324,Juice,2016-12-17 10:26:07,Morning,Weekend,Summer
3325,Hot chocolate,2016-12-17 10:30:01,Morning,Weekend,Summer
3325,Coffee,2016-12-17 10:30:01,Morning,Weekend,Summer
3325,Bread,2016-12-17 10:30:01,Morning,Weekend,Summer
3325,Bread,2016-12-17 10:30:01,Morning,Weekend,Summer
3325,Vegan mincepie,2016-12-17 10:30:01,Morning,Weekend,Summer
3326,Jam,2016-12-17 10:30:25,Morning,Weekend,Summer
3327,Bread,2016-12-17 10:38:39,Morning,Weekend,Summer
3328,Coffee,2016-12-17 10:46:01,Morning,Weekend,Summer
3328,Coffee,2016-12-17 10:46:01,Morning,Weekend,Summer
3329,Dulce de Leche,2016-12-17 11:04:18,Morning,Weekend,Summer
3329,Scandinavian,2016-12-17 11:04:18,Morning,Weekend,Summer
3329,Alfajores,2016-12-17 11:04:18,Morning,Weekend,Summer
3330,Coffee,2016-12-17 11:09:47,Morning,Weekend,Summer
3330,Bread,2016-12-17 11:09:47,Morning,Weekend,Summer
3330,Pastry,2016-12-17 11:09:47,Morning,Weekend,Summer
3330,Medialuna,2016-12-17 11:09:47,Morning,Weekend,Summer
3330,Farm House,2016-12-17 11:09:47,Morning,Weekend,Summer
3331,Hot chocolate,2016-12-17 11:15:59,Morning,Weekend,Summer
3331,Scone,2016-12-17 11:15:59,Morning,Weekend,Summer
3332,Fudge,2016-12-17 11:18:40,Morning,Weekend,Summer
3332,Jam,2016-12-17 11:18:40,Morning,Weekend,Summer
3332,Bread,2016-12-17 11:18:40,Morning,Weekend,Summer
3332,Farm House,2016-12-17 11:18:40,Morning,Weekend,Summer
3333,Coffee,2016-12-17 11:22:44,Morning,Weekend,Summer
3333,The Nomad,2016-12-17 11:22:44,Morning,Weekend,Summer
3334,Vegan mincepie,2016-12-17 11:27:59,Morning,Weekend,Summer
3335,Bread,2016-12-17 11:30:03,Morning,Weekend,Summer
3336,Bread,2016-12-17 11:31:05,Morning,Weekend,Summer
3337,Bread,2016-12-17 11:32:35,Morning,Weekend,Summer
3337,Scone,2016-12-17 11:32:35,Morning,Weekend,Summer
3338,Cake,2016-12-17 11:39:39,Morning,Weekend,Summer
3339,Bread,2016-12-17 11:45:06,Morning,Weekend,Summer
3340,Vegan mincepie,2016-12-17 11:48:31,Morning,Weekend,Summer
3340,Cake,2016-12-17 11:48:31,Morning,Weekend,Summer
3340,Coffee,2016-12-17 11:48:31,Morning,Weekend,Summer
3340,Coffee,2016-12-17 11:48:31,Morning,Weekend,Summer
3340,Coffee,2016-12-17 11:48:31,Morning,Weekend,Summer
3341,Coffee,2016-12-17 11:58:05,Morning,Weekend,Summer
3341,Coffee,2016-12-17 11:58:05,Morning,Weekend,Summer
3341,Medialuna,2016-12-17 11:58:05,Morning,Weekend,Summer
3342,Bread,2016-12-17 11:59:30,Morning,Weekend,Summer
3343,Jam,2016-12-17 12:05:24,Afternoon,Weekend,Summer
3344,Medialuna,2016-12-17 12:07:19,Afternoon,Weekend,Summer
3344,Pastry,2016-12-17 12:07:19,Afternoon,Weekend,Summer
3344,Coffee,2016-12-17 12:07:19,Afternoon,Weekend,Summer
3344,Coffee,2016-12-17 12:07:19,Afternoon,Weekend,Summer
3344,Coffee,2016-12-17 12:07:19,Afternoon,Weekend,Summer
3346,Bread,2016-12-17 12:09:38,Afternoon,Weekend,Summer
3347,Bread,2016-12-17 12:13:31,Afternoon,Weekend,Summer
3348,Bread,2016-12-17 12:24:51,Afternoon,Weekend,Summer
3348,Scone,2016-12-17 12:24:51,Afternoon,Weekend,Summer
3348,Bread,2016-12-17 12:24:51,Afternoon,Weekend,Summer
3348,The Nomad,2016-12-17 12:24:51,Afternoon,Weekend,Summer
3349,Coffee,2016-12-17 12:27:45,Afternoon,Weekend,Summer
3349,Tea,2016-12-17 12:27:45,Afternoon,Weekend,Summer
3350,Bread,2016-12-17 12:56:03,Afternoon,Weekend,Summer
3351,Frittata,2016-12-17 13:00:51,Afternoon,Weekend,Summer
3351,Tea,2016-12-17 13:00:51,Afternoon,Weekend,Summer
3351,Tea,2016-12-17 13:00:51,Afternoon,Weekend,Summer
3352,Coffee,2016-12-17 13:07:25,Afternoon,Weekend,Summer
3352,Vegan mincepie,2016-12-17 13:07:25,Afternoon,Weekend,Summer
3353,Bread,2016-12-17 13:16:46,Afternoon,Weekend,Summer
3354,Coffee,2016-12-17 13:28:27,Afternoon,Weekend,Summer
3354,Bread,2016-12-17 13:28:27,Afternoon,Weekend,Summer
3355,Scone,2016-12-17 13:36:54,Afternoon,Weekend,Summer
3355,Coffee,2016-12-17 13:36:54,Afternoon,Weekend,Summer
3356,Farm House,2016-12-17 13:42:26,Afternoon,Weekend,Summer
3356,Frittata,2016-12-17 13:42:26,Afternoon,Weekend,Summer
3356,Cookies,2016-12-17 13:42:26,Afternoon,Weekend,Summer
3357,Farm House,2016-12-17 13:50:42,Afternoon,Weekend,Summer
3358,Farm House,2016-12-17 14:01:17,Afternoon,Weekend,Summer
3359,Jam,2016-12-17 14:09:46,Afternoon,Weekend,Summer
3359,Fudge,2016-12-17 14:09:46,Afternoon,Weekend,Summer
3360,Coffee,2016-12-17 14:37:17,Afternoon,Weekend,Summer
3361,Frittata,2016-12-17 14:42:47,Afternoon,Weekend,Summer
3361,Sandwich,2016-12-17 14:42:47,Afternoon,Weekend,Summer
3361,Bread,2016-12-17 14:42:47,Afternoon,Weekend,Summer
3361,Alfajores,2016-12-17 14:42:47,Afternoon,Weekend,Summer
3361,Medialuna,2016-12-17 14:42:47,Afternoon,Weekend,Summer
3361,Fudge,2016-12-17 14:42:47,Afternoon,Weekend,Summer
3362,Cake,2016-12-17 14:50:01,Afternoon,Weekend,Summer
3363,Juice,2016-12-17 14:52:35,Afternoon,Weekend,Summer
3363,Cookies,2016-12-17 14:52:35,Afternoon,Weekend,Summer
3363,Coffee,2016-12-17 14:52:35,Afternoon,Weekend,Summer
3364,Coffee,2016-12-17 14:53:59,Afternoon,Weekend,Summer
3364,Coffee,2016-12-17 14:53:59,Afternoon,Weekend,Summer
3366,Bread,2016-12-17 15:06:25,Afternoon,Weekend,Summer
3366,Pastry,2016-12-17 15:06:25,Afternoon,Weekend,Summer
3367,Hot chocolate,2016-12-17 15:16:25,Afternoon,Weekend,Summer
3367,Tea,2016-12-17 15:16:25,Afternoon,Weekend,Summer
3368,Crisps,2016-12-17 15:27:58,Afternoon,Weekend,Summer
3369,Bread,2016-12-17 15:28:53,Afternoon,Weekend,Summer
3370,Cake,2016-12-17 16:07:53,Afternoon,Weekend,Summer
3371,Focaccia,2016-12-17 16:13:37,Afternoon,Weekend,Summer
3371,Tea,2016-12-17 16:13:37,Afternoon,Weekend,Summer
3371,Tea,2016-12-17 16:13:37,Afternoon,Weekend,Summer
3371,Scone,2016-12-17 16:13:37,Afternoon,Weekend,Summer
3372,Coffee,2016-12-17 16:14:42,Afternoon,Weekend,Summer
3372,Scone,2016-12-17 16:14:42,Afternoon,Weekend,Summer
3373,Cake,2016-12-17 16:30:08,Afternoon,Weekend,Summer
3374,Vegan mincepie,2016-12-17 16:39:29,Afternoon,Weekend,Summer
3375,Coffee,2016-12-17 16:40:29,Afternoon,Weekend,Summer
3375,Coffee,2016-12-17 16:40:29,Afternoon,Weekend,Summer
3376,Tea,2016-12-17 16:48:34,Afternoon,Weekend,Summer
3376,Vegan mincepie,2016-12-17 16:48:34,Afternoon,Weekend,Summer
3377,Focaccia,2016-12-17 17:15:49,Evening,Weekend,Summer
3378,Coke,2016-12-17 19:32:40,Evening,Weekend,Summer
3379,Pintxos,2016-12-17 19:35:19,Evening,Weekend,Summer
3380,Pintxos,2016-12-17 19:42:20,Evening,Weekend,Summer
3381,Juice,2016-12-17 19:42:37,Evening,Weekend,Summer
3382,Coke,2016-12-17 19:42:55,Evening,Weekend,Summer
3383,Pintxos,2016-12-17 20:20:47,Evening,Weekend,Summer
3384,Pintxos,2016-12-17 20:25:21,Evening,Weekend,Summer
3385,Pintxos,2016-12-17 20:31:38,Evening,Weekend,Summer
3386,Coke,2016-12-17 20:40:07,Evening,Weekend,Summer
3386,Pintxos,2016-12-17 20:40:07,Evening,Weekend,Summer
3387,Hot chocolate,2016-12-17 21:42:13,Night,Weekend,Summer
3387,Hot chocolate,2016-12-17 21:42:13,Night,Weekend,Summer
3388,Medialuna,2016-12-18 09:05:52,Morning,Weekend,Summer
3389,Coffee,2016-12-18 09:58:57,Morning,Weekend,Summer
3390,Coffee,2016-12-18 10:03:00,Morning,Weekend,Summer
3390,Bread,2016-12-18 10:03:00,Morning,Weekend,Summer
3391,Coffee,2016-12-18 10:17:02,Morning,Weekend,Summer
3392,Bread,2016-12-18 10:26:29,Morning,Weekend,Summer
3393,Coffee,2016-12-18 10:42:34,Morning,Weekend,Summer
3393,Cookies,2016-12-18 10:42:34,Morning,Weekend,Summer
3393,Bread,2016-12-18 10:42:34,Morning,Weekend,Summer
3393,Toast,2016-12-18 10:42:34,Morning,Weekend,Summer
3394,Coffee,2016-12-18 11:04:47,Morning,Weekend,Summer
3394,Brownie,2016-12-18 11:04:47,Morning,Weekend,Summer
3394,Medialuna,2016-12-18 11:04:47,Morning,Weekend,Summer
3395,Hot chocolate,2016-12-18 11:06:35,Morning,Weekend,Summer
3395,Coffee,2016-12-18 11:06:35,Morning,Weekend,Summer
3395,Brownie,2016-12-18 11:06:35,Morning,Weekend,Summer
3396,Tea,2016-12-18 11:07:53,Morning,Weekend,Summer
3396,Hot chocolate,2016-12-18 11:07:53,Morning,Weekend,Summer
3397,Tea,2016-12-18 11:10:42,Morning,Weekend,Summer
3397,Scone,2016-12-18 11:10:42,Morning,Weekend,Summer
3397,Bread,2016-12-18 11:10:42,Morning,Weekend,Summer
3398,Medialuna,2016-12-18 11:11:59,Morning,Weekend,Summer
3398,Coffee,2016-12-18 11:11:59,Morning,Weekend,Summer
3398,Coffee,2016-12-18 11:11:59,Morning,Weekend,Summer
3399,Bread,2016-12-18 11:20:30,Morning,Weekend,Summer
3399,Coffee,2016-12-18 11:20:30,Morning,Weekend,Summer
3399,Hot chocolate,2016-12-18 11:20:30,Morning,Weekend,Summer
3399,Coffee,2016-12-18 11:20:30,Morning,Weekend,Summer
3399,Pastry,2016-12-18 11:20:30,Morning,Weekend,Summer
3399,Scone,2016-12-18 11:20:30,Morning,Weekend,Summer
3400,Muesli,2016-12-18 11:25:07,Morning,Weekend,Summer
3400,The Nomad,2016-12-18 11:25:07,Morning,Weekend,Summer
3400,Coffee,2016-12-18 11:25:07,Morning,Weekend,Summer
3400,Bread,2016-12-18 11:25:07,Morning,Weekend,Summer
3401,Bread,2016-12-18 11:28:45,Morning,Weekend,Summer
3402,Fudge,2016-12-18 11:30:35,Morning,Weekend,Summer
3403,Bread,2016-12-18 11:50:39,Morning,Weekend,Summer
3404,Coffee,2016-12-18 11:53:09,Morning,Weekend,Summer
3404,Coffee,2016-12-18 11:53:09,Morning,Weekend,Summer
3405,Bread,2016-12-18 12:06:54,Afternoon,Weekend,Summer
3406,Bread,2016-12-18 12:20:46,Afternoon,Weekend,Summer
3407,Coffee,2016-12-18 12:26:03,Afternoon,Weekend,Summer
3407,Brownie,2016-12-18 12:26:03,Afternoon,Weekend,Summer
3407,Vegan mincepie,2016-12-18 12:26:03,Afternoon,Weekend,Summer
3408,Dulce de Leche,2016-12-18 12:28:26,Afternoon,Weekend,Summer
3409,Coffee,2016-12-18 12:29:19,Afternoon,Weekend,Summer
3409,Coffee,2016-12-18 12:29:19,Afternoon,Weekend,Summer
3410,Coffee,2016-12-18 12:30:19,Afternoon,Weekend,Summer
3411,Farm House,2016-12-18 12:36:18,Afternoon,Weekend,Summer
3412,Coffee,2016-12-18 12:48:33,Afternoon,Weekend,Summer
3413,Coffee,2016-12-18 13:04:56,Afternoon,Weekend,Summer
3413,Brownie,2016-12-18 13:04:56,Afternoon,Weekend,Summer
3414,Coffee,2016-12-18 13:05:35,Afternoon,Weekend,Summer
3415,Coffee,2016-12-18 13:09:23,Afternoon,Weekend,Summer
3415,Hot chocolate,2016-12-18 13:09:23,Afternoon,Weekend,Summer
3415,Vegan mincepie,2016-12-18 13:09:23,Afternoon,Weekend,Summer
3416,Bread,2016-12-18 13:10:21,Afternoon,Weekend,Summer
3417,Coffee,2016-12-18 13:17:20,Afternoon,Weekend,Summer
3417,Frittata,2016-12-18 13:17:20,Afternoon,Weekend,Summer
3418,Medialuna,2016-12-18 13:34:30,Afternoon,Weekend,Summer
3418,Coffee,2016-12-18 13:34:30,Afternoon,Weekend,Summer
3419,Coffee,2016-12-18 13:43:08,Afternoon,Weekend,Summer
3419,Juice,2016-12-18 13:43:08,Afternoon,Weekend,Summer
3419,Mineral water,2016-12-18 13:43:08,Afternoon,Weekend,Summer
3419,Medialuna,2016-12-18 13:43:08,Afternoon,Weekend,Summer
3419,Crisps,2016-12-18 13:43:08,Afternoon,Weekend,Summer
3419,Frittata,2016-12-18 13:43:08,Afternoon,Weekend,Summer
3420,Coffee,2016-12-18 13:47:26,Afternoon,Weekend,Summer
3421,Coffee,2016-12-18 14:06:13,Afternoon,Weekend,Summer
3421,Cookies,2016-12-18 14:06:13,Afternoon,Weekend,Summer
3422,Bread,2016-12-18 14:06:38,Afternoon,Weekend,Summer
3423,Bread,2016-12-18 14:07:29,Afternoon,Weekend,Summer
3424,Coffee,2016-12-18 14:09:37,Afternoon,Weekend,Summer
3424,Coffee,2016-12-18 14:09:37,Afternoon,Weekend,Summer
3424,Cake,2016-12-18 14:09:37,Afternoon,Weekend,Summer
3424,Bread,2016-12-18 14:09:37,Afternoon,Weekend,Summer
3424,Dulce de Leche,2016-12-18 14:09:37,Afternoon,Weekend,Summer
3424,Bread,2016-12-18 14:09:37,Afternoon,Weekend,Summer
3425,Coffee,2016-12-18 14:11:33,Afternoon,Weekend,Summer
3425,Hot chocolate,2016-12-18 14:11:33,Afternoon,Weekend,Summer
3425,Bread,2016-12-18 14:11:33,Afternoon,Weekend,Summer
3426,Coke,2016-12-18 14:23:47,Afternoon,Weekend,Summer
3427,Fudge,2016-12-18 14:29:28,Afternoon,Weekend,Summer
3428,Fudge,2016-12-18 14:35:35,Afternoon,Weekend,Summer
3429,Tea,2016-12-18 14:40:46,Afternoon,Weekend,Summer
3429,Juice,2016-12-18 14:40:46,Afternoon,Weekend,Summer
3429,Cake,2016-12-18 14:40:46,Afternoon,Weekend,Summer
3429,Tartine,2016-12-18 14:40:46,Afternoon,Weekend,Summer
3430,Brownie,2016-12-18 14:44:07,Afternoon,Weekend,Summer
3430,Medialuna,2016-12-18 14:44:07,Afternoon,Weekend,Summer
3430,Hot chocolate,2016-12-18 14:44:07,Afternoon,Weekend,Summer
3430,Coffee,2016-12-18 14:44:07,Afternoon,Weekend,Summer
3431,Coffee,2016-12-18 15:05:10,Afternoon,Weekend,Summer
3432,Bread,2016-12-18 15:08:16,Afternoon,Weekend,Summer
3433,Coffee,2016-12-18 15:13:27,Afternoon,Weekend,Summer
3433,Bread,2016-12-18 15:13:27,Afternoon,Weekend,Summer
3434,Coffee,2016-12-18 15:24:24,Afternoon,Weekend,Summer
3434,Hot chocolate,2016-12-18 15:24:24,Afternoon,Weekend,Summer
3434,Coffee,2016-12-18 15:24:24,Afternoon,Weekend,Summer
3434,Cookies,2016-12-18 15:24:24,Afternoon,Weekend,Summer
3434,Vegan mincepie,2016-12-18 15:24:24,Afternoon,Weekend,Summer
3435,Coffee,2016-12-19 08:15:09,Morning,Weekday,Summer
3435,Medialuna,2016-12-19 08:15:09,Morning,Weekday,Summer
3436,Cookies,2016-12-19 08:24:18,Morning,Weekday,Summer
3436,Hot chocolate,2016-12-19 08:24:18,Morning,Weekday,Summer
3437,Coffee,2016-12-19 08:28:09,Morning,Weekday,Summer
3438,Coffee,2016-12-19 08:47:26,Morning,Weekday,Summer
3439,Tea,2016-12-19 09:03:56,Morning,Weekday,Summer
3440,Coffee,2016-12-19 09:06:28,Morning,Weekday,Summer
3440,Bread,2016-12-19 09:06:28,Morning,Weekday,Summer
3441,Hot chocolate,2016-12-19 09:15:51,Morning,Weekday,Summer
3442,Coffee,2016-12-19 09:22:32,Morning,Weekday,Summer
3443,Bread,2016-12-19 09:27:11,Morning,Weekday,Summer
3443,Medialuna,2016-12-19 09:27:11,Morning,Weekday,Summer
3444,Coffee,2016-12-19 09:31:22,Morning,Weekday,Summer
3445,Bread,2016-12-19 09:32:37,Morning,Weekday,Summer
3446,Coffee,2016-12-19 09:37:26,Morning,Weekday,Summer
3446,Tea,2016-12-19 09:37:26,Morning,Weekday,Summer
3446,Pastry,2016-12-19 09:37:26,Morning,Weekday,Summer
3447,Medialuna,2016-12-19 09:43:55,Morning,Weekday,Summer
3447,Coffee,2016-12-19 09:43:55,Morning,Weekday,Summer
3447,Coffee,2016-12-19 09:43:55,Morning,Weekday,Summer
3448,Coffee,2016-12-19 09:48:01,Morning,Weekday,Summer
3448,Hot chocolate,2016-12-19 09:48:01,Morning,Weekday,Summer
3449,Fudge,2016-12-19 10:09:56,Morning,Weekday,Summer
3449,Jam,2016-12-19 10:09:56,Morning,Weekday,Summer
3449,Fudge,2016-12-19 10:09:56,Morning,Weekday,Summer
3449,Fudge,2016-12-19 10:09:56,Morning,Weekday,Summer
3450,Hot chocolate,2016-12-19 10:13:51,Morning,Weekday,Summer
3450,Smoothies,2016-12-19 10:13:51,Morning,Weekday,Summer
3450,Bread,2016-12-19 10:13:51,Morning,Weekday,Summer
3450,Cookies,2016-12-19 10:13:51,Morning,Weekday,Summer
3450,Cookies,2016-12-19 10:13:51,Morning,Weekday,Summer
3451,Coffee,2016-12-19 10:19:20,Morning,Weekday,Summer
3451,Tea,2016-12-19 10:19:20,Morning,Weekday,Summer
3451,Toast,2016-12-19 10:19:20,Morning,Weekday,Summer
3451,Brownie,2016-12-19 10:19:20,Morning,Weekday,Summer
3452,Coffee,2016-12-19 10:24:20,Morning,Weekday,Summer
3452,Coffee,2016-12-19 10:24:20,Morning,Weekday,Summer
3453,Coffee,2016-12-19 10:39:13,Morning,Weekday,Summer
3454,Farm House,2016-12-19 10:44:25,Morning,Weekday,Summer
3455,Tea,2016-12-19 11:15:29,Morning,Weekday,Summer
3456,Bread,2016-12-19 11:16:14,Morning,Weekday,Summer
3457,Bread,2016-12-19 11:19:43,Morning,Weekday,Summer
3457,Coffee,2016-12-19 11:19:43,Morning,Weekday,Summer
3457,Coffee,2016-12-19 11:19:43,Morning,Weekday,Summer
3457,Bread,2016-12-19 11:19:43,Morning,Weekday,Summer
3458,Tea,2016-12-19 11:35:50,Morning,Weekday,Summer
3459,Coffee,2016-12-19 11:51:27,Morning,Weekday,Summer
3460,Coffee,2016-12-19 12:02:06,Afternoon,Weekday,Summer
3460,Fudge,2016-12-19 12:02:06,Afternoon,Weekday,Summer
3460,Brownie,2016-12-19 12:02:06,Afternoon,Weekday,Summer
3461,Coffee,2016-12-19 12:11:02,Afternoon,Weekday,Summer
3462,Coffee,2016-12-19 12:12:54,Afternoon,Weekday,Summer
3462,Bread,2016-12-19 12:12:54,Afternoon,Weekday,Summer
3463,Coffee,2016-12-19 12:14:11,Afternoon,Weekday,Summer
3463,Medialuna,2016-12-19 12:14:11,Afternoon,Weekday,Summer
3464,Farm House,2016-12-19 12:15:15,Afternoon,Weekday,Summer
3465,Fudge,2016-12-19 12:17:18,Afternoon,Weekday,Summer
3465,Coffee,2016-12-19 12:17:18,Afternoon,Weekday,Summer
3465,Sandwich,2016-12-19 12:17:18,Afternoon,Weekday,Summer
3466,Toast,2016-12-19 12:19:16,Afternoon,Weekday,Summer
3466,Cookies,2016-12-19 12:19:16,Afternoon,Weekday,Summer
3467,Sandwich,2016-12-19 12:25:23,Afternoon,Weekday,Summer
3467,Coffee,2016-12-19 12:25:23,Afternoon,Weekday,Summer
3467,Bread,2016-12-19 12:25:23,Afternoon,Weekday,Summer
3468,Focaccia,2016-12-19 12:26:34,Afternoon,Weekday,Summer
3468,Scandinavian,2016-12-19 12:26:34,Afternoon,Weekday,Summer
3469,Truffles,2016-12-19 12:29:33,Afternoon,Weekday,Summer
3469,Hearty & Seasonal,2016-12-19 12:29:33,Afternoon,Weekday,Summer
3470,Coffee,2016-12-19 12:32:35,Afternoon,Weekday,Summer
3470,Coffee,2016-12-19 12:32:35,Afternoon,Weekday,Summer
3471,Sandwich,2016-12-19 12:37:35,Afternoon,Weekday,Summer
3471,Sandwich,2016-12-19 12:37:35,Afternoon,Weekday,Summer
3472,Hearty & Seasonal,2016-12-19 12:41:03,Afternoon,Weekday,Summer
3472,Coffee,2016-12-19 12:41:03,Afternoon,Weekday,Summer
3472,Bread,2016-12-19 12:41:03,Afternoon,Weekday,Summer
3473,Bread,2016-12-19 12:45:48,Afternoon,Weekday,Summer
3473,Cake,2016-12-19 12:45:48,Afternoon,Weekday,Summer
3474,Tea,2016-12-19 12:55:47,Afternoon,Weekday,Summer
3474,Bread,2016-12-19 12:55:47,Afternoon,Weekday,Summer
3475,Bread,2016-12-19 12:58:32,Afternoon,Weekday,Summer
3476,Cookies,2016-12-19 13:00:53,Afternoon,Weekday,Summer
3476,Bread,2016-12-19 13:00:53,Afternoon,Weekday,Summer
3477,Coffee,2016-12-19 13:15:59,Afternoon,Weekday,Summer
3478,Coffee,2016-12-19 13:31:23,Afternoon,Weekday,Summer
3479,Tea,2016-12-19 13:37:24,Afternoon,Weekday,Summer
3479,Sandwich,2016-12-19 13:37:24,Afternoon,Weekday,Summer
3480,Bread,2016-12-19 13:38:56,Afternoon,Weekday,Summer
3480,Brownie,2016-12-19 13:38:56,Afternoon,Weekday,Summer
3481,Tea,2016-12-19 13:44:59,Afternoon,Weekday,Summer
3481,Coffee,2016-12-19 13:44:59,Afternoon,Weekday,Summer
3482,Coffee,2016-12-19 13:46:01,Afternoon,Weekday,Summer
3483,Coffee,2016-12-19 13:46:29,Afternoon,Weekday,Summer
3483,Cookies,2016-12-19 13:46:29,Afternoon,Weekday,Summer
3484,Cake,2016-12-19 13:51:14,Afternoon,Weekday,Summer
3484,Bread,2016-12-19 13:51:14,Afternoon,Weekday,Summer
3485,Coffee,2016-12-19 13:52:55,Afternoon,Weekday,Summer
3486,Mineral water,2016-12-19 14:14:17,Afternoon,Weekday,Summer
3486,Coke,2016-12-19 14:14:17,Afternoon,Weekday,Summer
3486,Bread,2016-12-19 14:14:17,Afternoon,Weekday,Summer
3486,Sandwich,2016-12-19 14:14:17,Afternoon,Weekday,Summer
3487,Juice,2016-12-19 14:20:10,Afternoon,Weekday,Summer
3487,Bread,2016-12-19 14:20:10,Afternoon,Weekday,Summer
3488,Coffee,2016-12-19 14:21:25,Afternoon,Weekday,Summer
3489,Truffles,2016-12-19 14:33:54,Afternoon,Weekday,Summer
3489,Tea,2016-12-19 14:33:54,Afternoon,Weekday,Summer
3489,Cake,2016-12-19 14:33:54,Afternoon,Weekday,Summer
3490,Coffee,2016-12-19 14:39:57,Afternoon,Weekday,Summer
3490,Scone,2016-12-19 14:39:57,Afternoon,Weekday,Summer
3490,Brownie,2016-12-19 14:39:57,Afternoon,Weekday,Summer
3491,Tea,2016-12-19 14:45:49,Afternoon,Weekday,Summer
3492,Sandwich,2016-12-19 14:46:31,Afternoon,Weekday,Summer
3492,Juice,2016-12-19 14:46:31,Afternoon,Weekday,Summer
3492,Tea,2016-12-19 14:46:31,Afternoon,Weekday,Summer
